,Title,lyric
10888,"Don't Go Breaking My Heart
","I got mixed emotions
Did I finally find me a river that could lead me out to the ocean?
'Cause I've only ever known the kind of love that leaves you bodied and broken
So forgive me for my mixed emotions, yeah yeah

I'm not that kind of person who can fall in and out of love with you
That's not what love's supposed to do
I'm not that kind of person who can fall in and out of love with you
That's not what love's supposed to do

Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
'Cause it's the only one I got
'Cause it's the only one I got

Am I being too open?
'Cause I told you everything I have to say and now we're having a moment
Does it make you wanna pick up all your things and drive away like it's stolen?
Just forgive me if I'm being too open, no no no no, yeah yeah yeah

I'm not that kind of person who can fall in and out of love with you
That's not what love's supposed to do (what love's supposed to do)
I'm not that kind of person who can fall in and out of love with you
That's not what love's supposed to do

Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
'Cause it's the only one I got
'Cause it's the only one I got
Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
'Cause it's the only one I got
'Cause it's the only one I got

I've been broken, I've been bruised
But now I'm all in 'cause of you
So if you're gonna love me, love me right, yeah
But if you're gonna be someone that hurts somebody just for fun
Then do it to a heart that isn't mine

Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
'Cause it's the only one I got
'Cause it's the only one I got
Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
'Cause it's the only one I got
It's the only one, it's the only one I got
'Cause it's the only one I got
Baby don't go..."
10997,"Don't Go Breaking My Heart
",10.4
1514,"Don't Go Breaking My Heart
",That's not what love's supposed to do (what love's supposed to do)
11106,"Don't Go Breaking My Heart
",3.9
2822,"Don't Go Breaking My Heart
","Baby, don't go breaking my heart, breaking my heart"
1078,"Don't Go Breaking My Heart
","Am I being too open?
'Cause I told you everything I have to say and now we're having a moment"
10343,"Don't Go Breaking My Heart
",97
969,"Don't Go Breaking My Heart
","Baby, don't go breaking my heart, breaking my heart
'Cause it's the only one I got
'Cause it's the only one I got
"
1950,"Don't Go Breaking My Heart
","Baby, don't go breaking my heart, breaking my heart
'Cause it's the only one I got
'Cause it's the only one I got"
139,Don't Wanna Lose You Now,I never thought that I would lose my mind That I could control this
1774,Don't Wanna Lose You Now,"Of slipping away It just keeps getting closer, baby"
1447,Don't Wanna Lose You Now,I've got this feeling you're not gonna stay It's burning within me
3409,Don't Wanna Lose You Now,"Don't want to lose to emptiness, oh no"
3082,Don't Wanna Lose You Now,Never thought that I'd be left behind That I was stronger than you
3518,Don't Wanna Lose You Now,"Never again
 Don't wanna lose you now"
2210,Don't Wanna Lose You Now,"And I wish that I didn't need you so bad Your face just won't go away
"
2537,Don't Wanna Lose You Now,"Baby, I know we can win this Don't wanna lose you now"
902,Don't Wanna Lose You Now,"To show how much I care
 Don't wanna lose you now"
1120,Don't Wanna Lose You Now,"Baby, I know we can win this Don't wanna lose you now"
11148,Don't Wanna Lose You Now,66.6
10167,Don't Wanna Lose You Now,30
10385,Don't Wanna Lose You Now,Millennium
2428,Don't Wanna Lose You Now,"Baby, I know we can win this"
466,Don't Wanna Lose You Now,Girl if only I knew what I've done
1338,Don't Wanna Lose You Now,I've got this feeling you're not gonna stay
2101,Don't Wanna Lose You Now,And I wish that I didn't need you so bad
3845,Don't Wanna Lose You Now,"Don't wanna lose you now No no, or ever again"
684,Don't Wanna Lose You Now,"And I, I would bring down the moon and the sun"
30,Don't Wanna Lose You Now,I never thought that I would lose my mind
1011,Don't Wanna Lose You Now,"Baby, I know we can win this"
10930,Don't Wanna Lose You Now,10.4
1665,Don't Wanna Lose You Now,The fear of losing Of slipping away
3736,Don't Wanna Lose You Now,"Baby, I know we can win this Don't wanna lose you now"
10276,Don't Wanna Lose You Now,30
1992,Don't Wanna Lose You Now,Whatever reason to leave that I've had My place was always beside you
1556,Don't Wanna Lose You Now,It's burning within me The fear of losing
3300,Don't Wanna Lose You Now,Don't want to lose to loneliness Girl I know we can win
11257,Don't Wanna Lose You Now,-97.79
2319,Don't Wanna Lose You Now,"Your face just won't go away
 Don't wanna lose you now"
1229,Don't Wanna Lose You Now,"Don't wanna lose you now No no, or ever again
"
575,Don't Wanna Lose You Now,"You know, so why don't you tell me"
2755,Don't Wanna Lose You Now,I never thought that I would lose my mind
10821,Don't Wanna Lose You Now,"I never thought that I would lose my mind
That I could control this
Never thought that I'd be left behind
That I was stronger than you, baby
Girl if only I knew what I've done
You know, so why don't you tell me
And I, I would bring down the moon and the sun
To show how much I care

Don't wanna lose you now
Baby, I know we can win this
Don't wanna lose you now
No no, or ever again

I've got this feeling you're not gonna stay
It's burning within me
The fear of losing
Of slipping away
It just keeps getting closer, baby
Whatever reason to leave that I've had
My place was always beside you
And I wish that I didn't need you so bad
Your face just won't go away

Don't wanna lose you now
Baby, I know we can win this
Don't wanna lose you now
No no, or ever again

I never thought that I would lose my mind
That I could control this
Never thought that I'd be left behind
That I was stronger than you
Don't want to lose to loneliness
Girl I know we can win
Don't want to lose to emptiness, oh no
Never again

Don't wanna lose you now
Baby, I know we can win this
Don't wanna lose you now
No no, or ever again"
2973,Don't Wanna Lose You Now,Never thought that I'd be left behind
3627,Don't Wanna Lose You Now,"Baby, I know we can win this"
2864,Don't Wanna Lose You Now,I never thought that I would lose my mind That I could control this
2646,Don't Wanna Lose You Now,"Don't wanna lose you now No no, or ever again
"
10494,Don't Wanna Lose You Now,Studio albums
793,Don't Wanna Lose You Now,"And I, I would bring down the moon and the sun To show how much I care
"
248,Don't Wanna Lose You Now,Never thought that I'd be left behind
357,Don't Wanna Lose You Now,"That I was stronger than you, baby"
3191,Don't Wanna Lose You Now,That I was stronger than you Don't want to lose to loneliness
11039,Don't Wanna Lose You Now,23.1
1883,Don't Wanna Lose You Now,Whatever reason to leave that I've had
11256,Don't Want You Back,97.56
3190,Don't Want You Back,That's all I know Don't want you back
1228,Don't Want You Back,I know That's all I can say
10493,Don't Want You Back,Studio albums
1119,Don't Want You Back,"Don't want you back
'Cause you're no good for me"
11038,Don't Want You Back,10.8
1773,Don't Want You Back,But I was blind and so I lost all common sense
901,Don't Want You Back,But now we're done and over with
2536,Don't Want You Back,"I, I don't want you back

(Back a no no!)"
3299,Don't Want You Back,Don't want you back All I can say
3953,Don't Want You Back,That's all I can say Don't want you back
2100,Don't Want You Back,"Don't want you back
'Cause you're no good for me"
1882,Don't Want You Back,But there were things that made me realize (realize)
1991,Don't Want You Back,"Like all the hundred no, thousand lies
"
2754,Don't Want You Back,"Baby, don't bother telling me your reasons why"
10384,Don't Want You Back,Millennium
10275,Don't Want You Back,29
683,Don't Want You Back,But I should have known that I would be
4171,Don't Want You Back,"Forgive my honesty but you gotta go I, I don't want you back"
10166,Don't Want You Back,29
356,Don't Want You Back,"You saw my picture On the Backstreet's Back, all right"
3844,Don't Want You Back,I know (don't want you back x2) That's all I can say
2427,Don't Want You Back,Forgive my honesty but you gotta go
10820,Don't Want You Back,"Don't... don't want you back

You hit me faster than a shark attack
You saw my picture
On the Backstreet's Back, all right
And you were more than just a pretty face
But how you fooled me, I'm still amazed babe

But I should have known that I would be
Another victim of your sexuality
But now we're done and over with
Don't... don't want you back

Don't want you back
'Cause you're no good for me
I know
That's all I can say
Don't want you back
Forgive my honesty but you gotta go
I, I don't want you back

You started going out with so-called friends
But I was blind and so I lost all common sense
But there were things that made me realize (realize)
Like all the hundred no, thousand lies

Don't want you back
'Cause you're no good for me
I know
That's all I can say
Don't want you back
Forgive my honesty but you gotta go
I, I don't want you back

(Back a no no!)
I, I don't want you back

That's right

Baby, don't bother telling me your reasons why
Just let us sing this story 'bout you and I
Don't want you back
That's all I know
Don't want you back
All I can say
Don't want you back
You know you gotta go

Don't want you back
'Cause you're no good for me
I know (don't want you back x2)
That's all I can say
Don't want you back
Forgive my honesty but you gotta go
I, I don't want you back"
1337,Don't Want You Back,That's all I can say Don't want you back
247,Don't Want You Back,You hit me faster than a shark attack You saw my picture
3408,Don't Want You Back,All I can say Don't want you back
3626,Don't Want You Back,"Don't want you back
'Cause you're no good for me"
1010,Don't Want You Back,"But now we're done and over with Don't... don't want you back
"
29,Don't Want You Back," Don't... don't want you back
"
10929,Don't Want You Back,22.7
1446,Don't Want You Back,Forgive my honesty but you gotta go
2972,Don't Want You Back,Just let us sing this story 'bout you and I Don't want you back
3735,Don't Want You Back,I know (don't want you back x2)
4062,Don't Want You Back,Forgive my honesty but you gotta go
465,Don't Want You Back,And you were more than just a pretty face
792,Don't Want You Back,But I should have known that I would be Another victim of your sexuality
2645,Don't Want You Back,"I, I don't want you back

(Back a no no!) I, I don't want you back
"
11147,Don't Want You Back,66.5
2863,Don't Want You Back,Just let us sing this story 'bout you and I
2209,Don't Want You Back,I know That's all I can say
3081,Don't Want You Back,Don't want you back That's all I know
138,Don't Want You Back,You hit me faster than a shark attack
3517,Don't Want You Back,"Don't want you back You know you gotta go
"
2318,Don't Want You Back,That's all I can say Don't want you back
1555,Don't Want You Back,"Forgive my honesty but you gotta go I, I don't want you back
"
574,Don't Want You Back,"But how you fooled me, I'm still amazed babe
"
1664,Don't Want You Back,You started going out with so-called friends
7856,Every Time I Close My Eyes,I see your face And I wonder
662,Every Time I Close My Eyes,I've been so wrong I never meant to hurt you
3387,Every Time I Close My Eyes,Now that I've realized I want you girl
4259,Every Time I Close My Eyes,Please say it's just a matter of time Until I feel your touch
7638,Every Time I Close My Eyes,I see me holdin' and kissin' you
5349,Every Time I Close My Eyes,In that lying game But now those days are over
4041,Every Time I Close My Eyes,"I don't know what to do
(What to do)"
5131,Every Time I Close My Eyes,Or cause you pain I was just caught up
6984,Every Time I Close My Eyes,I want you girl And no other
5894,Every Time I Close My Eyes,Until you let me come back Until you let me start
1643,Every Time I Close My Eyes,And no other Everytime I close my eyes
6003,Every Time I Close My Eyes,Until you let me start To find a new way
5676,Every Time I Close My Eyes,And now I'm counting the minutes I'm counting the days
6330,Every Time I Close My Eyes,"I want you back again
(Want you back)

'Cause every time I close my eyes"
7420,Every Time I Close My Eyes,Oh Now I realize
2733,Every Time I Close My Eyes,Baby I need you back with me
7093,Every Time I Close My Eyes,And no other Everytime I close my eyes
1970,Every Time I Close My Eyes,"Each other was all we'd ever need
(All we ever need)"
